reference,model,price,mileage,power_kW,power_CH,etat,proprietaires_prec.,dernier_controle_technique,garantie,carnet_dentretien,marque,n_dannonce,annee,couleur_exterieure,type_de_peinture,couleur_originale,carrosserie,transmission,vitesses,cylindree,cylindres,poids_a_vide,description,url
as24_af4265f1-cda5-4d2d-b447-708b6e47aa2b,Honda CB 650,5990,5200.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1996071,2017,Noir,,Noir,Roadster,,,650 cm³,0,,"honda CBR650 Tres bon tat. Aucun frais a prevoir. Accessoires : capot de selle , ligne complete ARROW , pare carter ...",https://www.autoscout24.fr/offres/honda-cb-650-f-abs-essence-noir-af4265f1-cda5-4d2d-b447-708b6e47aa2b
as24_d4e68a33-1ad2-4992-b826-30db242184a8,Honda VFR 800,6590,26430.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2019184,2012,Gris,,Gris,Routière,,,800 cm³,0,,"PROFIL MOTOS, votre concessionnaire YAMAHA Bourgoin vous propose : Marque : HONDA Modle : VFR 800 Anne : 02/2012 Kilomtrage : 26430 kms - MOTO GARANTIE 12 MOIS ! - - Rvise - Top case Financement et assurance possible Contactez EMERIC au 04.74.93.44.44 bourgoin@profilmotos.fr",https://www.autoscout24.fr/offres/honda-vfr-800-f-essence-gris-d4e68a33-1ad2-4992-b826-30db242184a8
as24_cde41188-afcb-dc55-e053-e250040accb5,Harley-Davidson Softail,19000,10000.0,13.0,18.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,Harley-Davidson,,2006,Noir,Métallisé,,,Boîte manuelle,6.0,1.450 cm³,2,300 kg,"Moto totalement modifiée sauf moteur et cadre. COMME NEUVE. Toujours dormi au garage.Poignées, bras oscillant, guidon et commandes avancées REBUFFINI.Jantes RICKS (devant 130 - derrière 250) / fourche SJPStage 1 fait par Harley Annecy - filtre à air Screaming Eagle - Réservoir et pare-boue faits main par un carrossier - trappes aviation - scelle avec gel faite sur mesure -phare etc...TOUTES LES PIECES AVEC CERTIFICATION TUV!!!Service fait du jour c/o Harley GenèveVendue pour cause déménagement. Contact: cif.jfc@bluewin.ch",https://www.autoscout24.fr/offres/harley-davidson-softail-essence-2-temps-noir-cde41188-afcb-dc55-e053-e250040accb5
as24_1bd7127f-e075-4141-a6fd-8dd88bb993b8,Yamaha,4990,53000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2049186,2005,Argent,,Argent,Routière,,,1.000 cm³,0,,"Nombreuses options : sabot ermax, silencieux Lovinci etc",https://www.autoscout24.fr/offres/yamaha-essence-argent-1bd7127f-e075-4141-a6fd-8dd88bb993b8
as24_da6625b9-be30-4f1b-b020-ff6ce2ea063b,Yamaha Niken,9990,4500.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1977042,2018,Gris,,Gris,Routière,,,847 cm³,0,,"YAMAHA 850 NIKEN, 1re immat le 23/10/2018, bulle haute protection, moto en parfait tat, aucun frais prvoir, garantie constructeur jusqu'en octobre 2020, reprise et financement possible",https://www.autoscout24.fr/offres/yamaha-niken-essence-gris-da6625b9-be30-4f1b-b020-ff6ce2ea063b
as24_7ecbea50-41a3-4ae8-ba9b-56caf21ed8de,Honda Forza 125,4690,300.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2041318,2020,,,,Scooter,,,125 cm³,0,,AUVERGNE MOTOS VEND UN FORZA 125 DU 29/12/2020 OPTIONS : - TOP CASE AUCUN FRAIS A PRVOIR GARANTIE CONSTRUCTEUR CRDIT TOTAL OU PARTIEL POSSIBLE AUVERGNE MOTOS A VOTRE SERVICE AU 04 73 15 30 00,https://www.autoscout24.fr/offres/honda-forza-125-nss-essence-7ecbea50-41a3-4ae8-ba9b-56caf21ed8de
as24_dfd05882-de95-4c97-aec8-0959da4f4ae9,Yamaha X-Max 125,4500,1000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2036610,2019,Bleu,,Bleu,Scooter,,,125 cm³,0,,YAMAHA XMAX 125 -ABS #27,https://www.autoscout24.fr/offres/yamaha-x-max-125-essence-bleu-dfd05882-de95-4c97-aec8-0959da4f4ae9
as24_8d78bcd3-719c-41b2-9337-80a6a6e3c585,Honda CBR 1000,22990,400.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2044937,2020,Rouge,,Rouge,Sportive,,,1.000 cm³,0,,HONDA CBR 1000 RRR SP 2020 VEHICULE DE DEMONSTRATION ENTRETIEN A JOUR,https://www.autoscout24.fr/offres/honda-cbr-1000-rrr-sp-essence-rouge-8d78bcd3-719c-41b2-9337-80a6a6e3c585
as24_8a810a27-1120-481b-ab1c-9ef08f2323de,Honda PCX 125,2490,4700.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2011678,2018,Gris,,Gris,Scooter,,,125 cm³,0,,"Honda PCX Abs , du 05/2018, totalisant 4700 kms, et quip d&#39un top case honda. scooter jour de rvision, pas de consommable prvoir. Garantie 6 mois. Reprise financement et assurance possible. Livraison possible dans toute la France partir de 235. Pour plus d&#39information contactez Christophe chez Action moto au 03.87.80.10.01",https://www.autoscout24.fr/offres/honda-pcx-125-essence-gris-8a810a27-1120-481b-ab1c-9ef08f2323de
as24_9a8b7552-3f72-468d-8669-35157f4e21f7,Autres,6450,27696.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,,2050139,2015,Bleu,,Bleu,Custom,,,750 cm³,0,,HARLEY DAVIDSON STREET 750 2015 SILENCIEUX VANCE AND HINES SISSY BAR ENTRETIEN A JOUR,https://www.autoscout24.fr/offres/others-others-harley-davidson-essence-bleu-9a8b7552-3f72-468d-8669-35157f4e21f7
as24_78e6895f-ca2b-4c18-b2e2-0262a6cb9f65,Ducati Monster 821,8290,3015.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Ducati,2049260,2016,Rouge,,Rouge,Roadster,,,821 cm³,0,,"Trs belle Ducati 821 Monster Stripe, avec peu de kilomtres. Option de l'dition ""stripe"" : - Coloris spcifique - saut de vent - Fouche avant KYB entirement rglable. Vehicule garantie 12 mois pices et main duvre, avec assistance dpannage. Kilomtrage volutif. Equivalent : Triumph 675 STREET TRIPLE R, Yamaha 850 MT-09 Sport Tracker, Kawasaki Z 800 Sugomi.",https://www.autoscout24.fr/offres/ducati-monster-821-essence-rouge-78e6895f-ca2b-4c18-b2e2-0262a6cb9f65
as24_2fcc4283-a2d7-45d7-9da0-ff2c0d451d6d,Suzuki,1990,34000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,1983677,2010,,,,Scooter,,,650 cm³,0,,petit choc CG RIV,https://www.autoscout24.fr/offres/suzuki-essence-2fcc4283-a2d7-45d7-9da0-ff2c0d451d6d
as24_16ea1562-a7e4-4c32-8920-1df5afdf1db1,BMW C 650 GT,7490,13900.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2008133,2016,Blanc,,BLANC,Scooter,,,650 cm³,0,,"Options : Garantie 3 mois avec possibilit d'extension 12 mois, top case , selle et poignes chauffantes , carnet entretien jour , entretien fait chez BMW LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr",https://www.autoscout24.fr/offres/bmw-c-650-gt-essence-blanc-16ea1562-a7e4-4c32-8920-1df5afdf1db1
as24_cc62e7eb-52aa-4c25-b8dd-a81a19526046,Yamaha,8000,15000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2043843,2018,Argent,,Argent,Scooter,,,530 cm³,0,,"Votre concessionnaire Honda New Bike Mrignac, vous propose : YAMAHA T MAX 530 SX - 1re mise en circulation : 30/03/2018 Kilomtrage : 15 000 kms Premire main. En trs bon tat. Entretien jour. Nous pouvons vous proposer assurance, financement et livraison sur toute la France. Pour plus d&#39informations, n&#39hsitez pas nous contacter la concession Honda New Bike Mrignac.",https://www.autoscout24.fr/offres/yamaha-essence-argent-cc62e7eb-52aa-4c25-b8dd-a81a19526046
as24_dec341c0-290c-4407-8ae9-1513e7c5f7a1,Husqvarna FC 250,5399,2017.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Husqvarna,1905305,2017,,,,Cross,,,250 cm³,0,,"CBO MOTO AGEN Concessionnaire HONDA / HUSQVARNA / KYMCO vous propose :HUSQVARNA 250 FC 201767HSur cette moto rvise en concession :Financement 118.01 / mois sur 5 ans avec 15% dapport (personnalisable)Livraison possible dans toute la France partir de 190 HTPaiement en 4 fois sans fraisReprise possible sur : CRF, KXF, TC, YZF, SXF...Contact : Tel : 05.53.67.53.05Fabien Calmette : commercial@cbo47.frRichard Sarrabaig : commercial2@cbo47.frAurlien Garnier : direction@cbo47.frAdresse :6 Alle Larroumet et LagardeZ.A.C Lamothe Magnac47550 BoRetrouvez CBO Moto Agen et Toulouse sur nos pages face/book et suivez-nous, et commandez vos pices Husqvarna sur notre site internet cboparts.com",https://www.autoscout24.fr/offres/husqvarna-fc-250-essence-dec341c0-290c-4407-8ae9-1513e7c5f7a1
as24_316e095c-d757-4f14-8bf0-3dac0bffb016,Yamaha,12500,4784.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2022625,2019,Noir,,Noir,Scooter,,,530 cm³,0,,SUPERBE 530 T MAX MODELE DX SIEGE CHAUFFANT POIGNEES CHAUFFANTES LIGNE AKRAPOVIC VARIATEUR POLINI A SAISIR _Options : NOMBREUSES,https://www.autoscout24.fr/offres/yamaha-essence-noir-316e095c-d757-4f14-8bf0-3dac0bffb016
as24_400ab83a-34a4-407c-85e4-f68785f4f89a,MBK Flame 125,1690,20997.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,MBK,2015174,2008,Noir,,Noir,Scooter,,,125 cm³,0,,"MBK Flame X en bon tat. Idem Cygnus 125 Yamaha. Entretiens et consommables OK. Grosse rvision effectue par nos soins. Transmission, fluides, filtres, bougie, soupapes, plaquettes, pneus.. Format idal pour camping car. Financement possible, plus de photos sur demande. - Livraison possible partout en France partir de 150 chez vous la maison - Visible chez Palmi New Bike 3 impasse Marcel Brot Nancy, Concessionnaire YAMAHA depuis 1989, demandez Gilles, Jimmy ou Fabrice Palmi New Bike rachte Cash votre moto sans acheter une autre moto. Nous consulter.. Mt07/mt 07/mt/mt09/Mt09/fz/z/Z/er6/hornet/fazer/gsx/monster/cb/cbf/cbr/xmax/tmax/X max/T max/xj/xjr/xj6/z750/z800/z1000/versys/gl/gs/f800/vmax/v max/nmax/N max/R1/r1/R6/r6/R/s1000/rr/RR/zx/zxr/r/gt/gtr/sv/wr/w/yz/cr/rm/sx/kx/xt/street/speed/tiger/trophy/daytona/gladius/suzuki/yamaha/kawasaki/honda/ducati/harley/ktm/triumph/bmw/Indian/victory/Peugeot/piaggio/kymco/beta/A2/a2/rme/wrz/yze/cre/exc/ec/rr",https://www.autoscout24.fr/offres/mbk-flame-125-essence-noir-400ab83a-34a4-407c-85e4-f68785f4f89a
as24_4ce553bd-68b7-4ee1-9b9c-fdc7eab098d1,Suzuki SV 650,5700,11545.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2048416,2019,Noir,,Noir,Roadster,,,650 cm³,0,,MODEL SV 650 X REVISEE A 8000 KMS VENDS AVEC ECHAPPEMENT ORIGINE EGALEMENT,https://www.autoscout24.fr/offres/suzuki-sv-650-47-5cv-essence-noir-4ce553bd-68b7-4ee1-9b9c-fdc7eab098d1
as24_c249e554-b623-4bf1-8be9-de49dd61cd3f,BMW R nineT,19990,1700.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2047051,2015,Noir,,Noir,Roadster,,,1.200 cm³,0,,"VHICULE COMME NEUF, SRIE LIMITE BOXER DESIGN N 59 SUR 90 EXEMPLAIRES PRODUITS AUCUNS CONSOMMABLES A PRVOIR, BEQUILLE DE STAND VENDUE AVEC LA MOTO DTAILS DE LA MOTO SUR LE LIEN CI DESSOUS : https://www.press.bmwgroup.com/france/article/detail/T0205164FR/bmw-r-nine-t-%C2%AB-caf%C3%A9-racer-%C2%BB-par-boxer-design?language=fr",https://www.autoscout24.fr/offres/bmw-r-ninet-cafe-racer-essence-noir-c249e554-b623-4bf1-8be9-de49dd61cd3f
as24_fdbf742d-a366-4d5c-b96a-dd450cf84544,BMW C 650,8490,12000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2021737,2018,Blanc,,Blanc,Scooter,,,650 cm³,0,,BMW C 650 SPORT AVCEC 12000KM HP MOTORSPORT OPTIONS: PACK HIGHLINE + SELLE ET POIGNEES CHAUFFANTES C650SPORT C650 650SPORT JMS MOTOS BMW 5 avenue de St Chamand 84000 AVIGNON Tel: 04.65.00.00.65,https://www.autoscout24.fr/offres/bmw-c-650-sport-essence-blanc-fdbf742d-a366-4d5c-b96a-dd450cf84544
as24_90404383-34ea-4e34-8ad3-41da45c262d4,Indian,25900,5594.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Indian,2049299,2020,Noir,,NOIR,Custom,,,1.768 cm³,0,,"INDIAN CHALLENGER ! Vhicule rvis, entretien et consommables a jour, aucun frais a prvoir. Reprise et financement possibles. Livraison possible en France mtropolitaine.",https://www.autoscout24.fr/offres/indian-essence-noir-90404383-34ea-4e34-8ad3-41da45c262d4
as24_6a37753f-5f4d-4200-8a91-7ec048754182,Honda Varadero,4590,60000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1833738,2007,,,,Trail,,,1.000 cm³,0,,HONDA XL 1000 VARADERO ABS MOTO D OCCASION ACCESSOIRES TOP.CASE GIVI BEQUILLE CENTRALE ENTRETIEN DES 60000 KMS EFFECTUE VISIBLE CHEZ EXTREME BIKE,https://www.autoscout24.fr/offres/honda-varadero-abs-essence-6a37753f-5f4d-4200-8a91-7ec048754182
as24_f747b4fb-d37d-4d48-8b3b-e798bdb8083b,BMW R 1200 GS,13990,42060.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,1994937,2016,Noir,,Noir,Enduro,,,1.200 cm³,0,,Pack Confort - Pack Touring - Pack Dynamic - Shifter pro - Kit de surbaissement,https://www.autoscout24.fr/offres/bmw-r-1200-gs-essence-noir-f747b4fb-d37d-4d48-8b3b-e798bdb8083b
as24_ede8414f-b124-49e6-89c4-69298c6631d2,KTM 85 SX,2360,99999.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,KTM,1868542,2013,,,,Cross,,,85 cm³,0,,"KTM 85 SX-GR 2013 d'occasion à 2360€ - Equipement: 85cc version grandes roues (19p AV - 16p AR). Jantes Excel et moyeux Haan, boite à clapets V-Force 3, guidon alu sans barre, embrayage hydraulique et kit déco. - Moto non homologuée interdite sur la voie publique - Possibilité de reprise de votre moto de cross ou moto d'enduro - Possibilité de financement (de 4 à 72 mensualités au choix) avec ou sans apport au taux de 8.84 %. Par exemple, pour cette moto nous pouvons vous offrir un financement de 2360€ étalé sur 72 mensualités de 42.35€ - Possibilité d'expédition partout en France(à partir de 100€) - NOUVEAU: nous pouvons homologuer votre moto de cross et votre quad! Toutes les infos sont disponibles sur notre site - - Pour plus d’informations et accéder à la liste complète de nos motos, rendez-vous sur notre site internet ou appelez-nous au 01 64 02 23 37",https://www.autoscout24.fr/offres/ktm-85-sx-gr-essence-ede8414f-b124-49e6-89c4-69298c6631d2
as24_58a15ba3-6d03-4b6b-848b-7d255e823dcc,Honda Monkey 125,4200,2889.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1992167,1980,Blanc,,Blanc,Autres,,,125 cm³,0,,ENTRETIEN COMPLET PNEU NEUF FREINS NEUFS REFECTION COMPLETE ECHAPPEMENT KIT 70 CM3 ETC..... _Options : FULL,https://www.autoscout24.fr/offres/honda-monkey-125-essence-blanc-58a15ba3-6d03-4b6b-848b-7d255e823dcc
as24_cd5bf88b-b5a1-4c97-b969-9731d73c6530,Kymco Downtown 350i,4890,4000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kymco,2016670,2018,Argent,,Argent,Scooter,,,350 cm³,0,,"Kymco New Downtown 350 I exclusive Vhicule en trs bon tat, aucun frais prvoir. Disponible partir du 09/09",https://www.autoscout24.fr/offres/kymco-downtown-350i-essence-argent-cd5bf88b-b5a1-4c97-b969-9731d73c6530
as24_a528392a-3417-4831-9b7e-5890b8a7ae35,Harley-Davidson Sportster 1200,9900,17500.0,49.0,67.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,Harley-Davidson,,2013,Noir,Métallisé,,Custom,Boîte manuelle,5.0,1.200 cm³,2,,"Performance Motors vous propose cette magnifique HARLEY DAVIDSON XL 1200 CUSTOM avec de nombreux équipements. Elle est disponible sur stock.Marque: Harley DavidsonModèle: XL 1200 CUSTOMAnnée-modèle: 2013Kilométrage: 18000 kmsCarburant: EssenceBoîte de vitesse: Manuelle 5 rapportDescription:Couleurs extérieur: VIVID BLACKMillésime: 2013Puissance: 67 chevauxPrix neuf: 13.000€Descriptif:Le mot ""custom"" n'a pas été ajouté à son nom pour faire joli. Ce modèle s'adresse plus particulièrement à ceux et celles pour qui la personnalisation et la créativité jouent un rôle important dans leur passion pour la liberté.En option : Filtre a air , échappement FALCON, Sissy bar et Feux AV LEDTrès bon étatTous nos véhicules sont garantis de 12 à 60 mois, possibilités de financement à taux préférentiel.Nous sommes spécialisés dans les véhicules de luxe, sport, prestige et collection avec une expérience de plus de 30 ans.Au plaisir de vous rencontrer dans nos locaux et vous faire partager notre passion.Nos lignes vous sont ouvertes et nous sommes à votre disposition pour tous renseignements, conseil ou expertise. Votre interlocuteur Mr Arnaud Schwartz 06.42.17.33.84",https://www.autoscout24.fr/offres/harley-davidson-sportster-1200-custom-essence-noir-a528392a-3417-4831-9b7e-5890b8a7ae35
as24_b9bad8e4-a96e-42f6-bf76-0556a7fd4251,Yamaha TMAX 530,10000,3649.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2033256,2019,Gris,,Gris,Scooter,,,530 cm³,0,,ATTENTION VEHICULE IMPORTER D'ANGLETTERRE DONC COMPTEUR EN MILES (MPH),https://www.autoscout24.fr/offres/yamaha-tmax-530-dx-essence-gris-b9bad8e4-a96e-42f6-bf76-0556a7fd4251
as24_9167da8f-4304-4b7d-9fe1-5a3514395c8a,Yamaha TMAX 530,9990,9321.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2022736,2019,Gris,,Gris,Scooter,,,530 cm³,0,,"premire main , entretiens jour , aucuns consommables prvoir, quip avec dosseret passager et passage de roue",https://www.autoscout24.fr/offres/yamaha-tmax-530-dx-essence-gris-9167da8f-4304-4b7d-9fe1-5a3514395c8a
as24_d23b34c1-6351-4750-b074-32ff93ef9626,Honda Forza 125,3849,21694.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2043008,2018,Gris,,Gris,Scooter,,,125 cm³,0,,GROSSE REVISION DES 24000KM FAITE (courroie/galets),https://www.autoscout24.fr/offres/honda-forza-125-nss-essence-gris-d23b34c1-6351-4750-b074-32ff93ef9626
as24_41af3a83-c9b8-422e-b735-6330b446547d,Kawasaki VN 1700,2990,10908.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2033526,1991,Rouge,,Bordeaux,Autres,,,1.300 cm³,0,,"KAWASAKI Z 1300 VOYAGER N de rfrence : 51154 2491 HT / 2990 TTC -moto, qui a t ""allege"" de son quipement grand tourisme -dmarre -belle base pour un projet avec un moteur 6 cyl ou pour pieces - Livraison en France possible = gap.logistik@orange.fr - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Documents fournis la vente : Carte grise Japonaise (original) Facture Certificat de cession Certificat 846A des douanes Franaise",https://www.autoscout24.fr/offres/kawasaki-vn-1700-voyager-essence-rouge-41af3a83-c9b8-422e-b735-6330b446547d
as24_d8140159-f93a-472c-a189-8c30c4697bfd,Kawasaki Z 650,6499,108.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2023392,2020,Argent,,Argent,Roadster,,,650 cm³,0,,MOTO DE DEMONSTRATION . BRIDEE JEUNE PERMIS . ETAT NEUF . SUPPLEMENT OTION ECHAPPEMENT AKRAPOVIC + 1342.00 EUROS .,https://www.autoscout24.fr/offres/kawasaki-z-650-47-5cv-essence-argent-d8140159-f93a-472c-a189-8c30c4697bfd
as24_20940764-1ba5-400b-b375-e31121b9b299,Oldtimer,1990,2762.0,,,Ancêtre,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Oldtimer,2027881,1984,Rouge,,Rouge,Autres,,,250 cm³,0,,"Kawasaki KR 250 restaurer - Ne dmarre pas / moteur bloquer - A rviser / restaurer - Forfait carte grise collection possible par nos soins = 300 + cot de carte grise - Livraison Bouches du Rhne = 156 - Livraison en France hors Corse = 276 - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be - Documents fournis la vente : Carte grise Japonaise (original) Facture Certificat de cession Certificat 846A des douanes Franaise KR1, RG, RGV, TZ, TZR, 125, 350, RZV, RDLC, R1Z, TDR, 240, 400, 500, GAMMA, RDLC",https://www.autoscout24.fr/offres/oldtimer-others-kawasaki-essence-rouge-20940764-1ba5-400b-b375-e31121b9b299
as24_1d745153-24d0-467d-8abf-1499b2c1b655,Kawasaki Versys 650,8490,21779.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2047637,2017,Vert,,Vert,Enduro,,,650 cm³,0,,"KAWASAKI VERSYS 650 GRAND TOURER vert du 18/05/2017 avec 21779 km Moto compatible avec le permis A2, rabaisse de 30 mm + selle basse Visible chez votre concessionnaire Kawasaki Team SG 77120 Coulommiers 01.64.75.00.22",https://www.autoscout24.fr/offres/kawasaki-versys-650-essence-vert-1d745153-24d0-467d-8abf-1499b2c1b655
as24_b32784db-7b7a-41b6-b140-ae516933f263,Piaggio MP3 500,9990,450.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Piaggio,2049516,2021,Noir,,Noir,Scooter,,,500 cm³,0,,"livr tout quip ,tablier chauffant ,poignes chauffantes +top case 50 l",https://www.autoscout24.fr/offres/piaggio-mp3-500-hpe-sport-abs-asr-essence-noir-b32784db-7b7a-41b6-b140-ae516933f263
as24_3798db25-7823-4dd5-bc9d-2efdc411e098,Yamaha FJR 1300,7490,37000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1834174,2006,,,Brouze,Routière,,,1.300 cm³,0,,MOTO EN TRÈS BON ÉTAT ENTIÈREMENT RÉVISE AVEC VALISE ET TOP CASE GIVI BULLE ÉLECTRIQUE ABS,https://www.autoscout24.fr/offres/yamaha-fjr-1300-abs-essence-3798db25-7823-4dd5-bc9d-2efdc411e098
as24_f6ed41c3-c74e-46e8-94fe-11f6a6893320,Indian FTR 1200,14950,5670.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Indian,2027046,2019,Noir,,Noir,Roadster,,,1.200 cm³,0,,"ETAT IRREPROCHABLE, PRIX INTERESSANT! ECRAN COULEUR, ECHAPPEMENT AKRAPOVIC. REVISION OK. STREETFIGHTER DUCATI DUKE CB1000R Z1000 RC8 GSXS",https://www.autoscout24.fr/offres/indian-ftr-1200-s-replica-essence-noir-f6ed41c3-c74e-46e8-94fe-11f6a6893320
as24_07071404-c132-46e8-abfe-8e8e27fcdbb1,Honda VF 750,2990,22394.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2022874,1986,Rouge,,Rouge,Autres,,,750 cm³,0,,"Honda VF 750 F RC15 - Dmarre - Etat d'origne - Petite rvision / restauration prvoir - Forfait carte grise collection possible par nos soins = 300 + cot de carte grise - Livraison Bouches du Rhne = 156 - Livraison en France hors Corse = 276 - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be - Documents fournis la vente : Carte grise Japonaise (original) Facture Certificat de cession Certificat 846A des douanes Franaise RC30, vf, four, vf750f, vf750, cb, nc30, vfr",https://www.autoscout24.fr/offres/honda-vf-750-f-essence-rouge-07071404-c132-46e8-abfe-8e8e27fcdbb1
